-29.53,37.13,9.23
-26.58,39.1,14.14
-23.5,39.99,18.69
-18.83,41.74,22.1
-13.82,41.86,24.67
-7.64,42.56,26.03
3.95,42.45,27.63
10.18,41.74,26.69
15.82,40.99,23.65
20.43,39.25,20.77
24.73,37.56,16.61
27.36,35.83,11.03
28.2,34.15,6.06
-29.62,-67.96,7.84
-28.68,-69.74,13.7
-25.39,-71.5,18.61
-21.83,-72.55,22.66
-18.24,-74.07,26.68
-12.55,-74.26,30
-7.33,-74.39,31.56
3.97,-73.27,30.29
9.79,-73.34,30.39
15.65,-72.49,28.29
19.3,-71.36,24.79
23.62,-69.15,20.55
26.63,-67.41,15.36
27.11,-66.36,10.3
-44.29,3,6.96
-44.22,2.93,18.11
-42.53,4.38,28.31
-38.81,5.78,38.33
-32.61,6.01,46.84
-24.01,6.96,52.8
-14.64,7.06,57.82
6.5,6.69,58.11
16.32,6.34,54.56
25.77,5.91,49.34
32.88,4.9,42.44
37.26,3.71,32.53
39.09,3.14,22.09
40,2.13,11.73
-45.17,-34.88,9.65
-45.96,-36.62,21.03
-45.16,-37.69,32.16
-40.82,-38.91,42.56
-33.77,-40.16,51
-24.54,-40.17,58
-14.06,-40.23,62.26
7.78,-40,63.45
18.97,-38.94,60.23
27.95,-38.89,53.26
35.55,-37.54,44.86
40.16,-36.67,35.22
41.66,-34.39,24.37
41.37,-33.4,13.31
-45.96,-7.01,8.3
-45.98,-6.53,19.7
-44.5,-6.3,30.91
-40.16,-5.33,41.14
-33.21,-4.76,49.58
-25.19,-3.42,56.95
-14.96,-4.37,61.42
7.01,-3.11,61.37
17.84,-4.5,58.82
27.15,-3.97,52.24
33.85,-4.6,44.74
38.82,-5.42,33.98
40.68,-5.8,22.92
40.8,-6.48,11.4
-46.83,-26.12,9.43
-46.86,-26.49,20.15
-46.87,-26.68,31.87
-42.61,-27.75,42.81
-35.3,-27.25,51.91
-26.21,-28.03,59.68
-15.61,-27.16,63.61
7.56,-28.11,64.82
18.01,-26.95,61.41
27.95,-26.08,55.7
36.35,-26.28,47.48
41.1,-26.01,36.6
42.52,-25.63,24.93
41.68,-24.81,13.99
-41.69,10.9,6.85
-42.57,13.42,15.77
-40.83,14.32,25.93
-36.98,15.72,34.58
-30.02,16.93,41.87
-22.61,18.33,48.11
-13.61,17.48,52.65
6.4,17.86,52.91
15.34,16.75,50.22
23.69,15.99,45.46
31.02,14.14,38.73
35.32,13.18,30.23
37.36,11.44,20.55
37.36,10.17,10.75
-43.38,-44.31,9.75
-43.42,-46.35,20.15
-41.67,-48.07,30.09
-38.12,-48.88,39.72
-31.08,-50.13,47.24
-22.69,-51.32,53.56
-13,-51.94,57.5
7.87,-51.51,57.97
17.26,-50.5,55.38
25.98,-50.01,49.85
32.93,-48.03,43.19
37.38,-45.62,33.79
39.62,-45.04,23.87
39.86,-42.96,13.53
-36.95,28.64,4.81
-35.82,30.77,12.39
-33.46,32.29,18.82
-29.21,34.4,25.3
-24.35,34.74,30.56
-18.24,35.78,34.09
-10.78,36.6,35.96
4.97,36.36,37.16
11.81,35.95,35.02
19.17,34.54,31.92
24.97,32.22,27.99
28.87,30.85,22.27
32.19,29.33,15.21
33.07,26.78,7.4
-36.55,-60.94,8.52
-34.96,-63.28,15.94
-32.98,-64.76,22.74
-28.74,-67.1,29.16
-23.3,-67.51,34.99
-18.01,-68.89,39.8
-10.41,-69.07,42.74
5.46,-68.89,42.4
12.4,-68.18,41.84
19.01,-66.57,37.69
25,-64.95,32.38
29.3,-63.09,25.47
31.73,-61.45,18.73
33.96,-58.6,11.7
-22.09,41.9,4.12
-16.97,44.28,10.21
-9.66,45.18,13.29
6.63,45.13,14.39
14.53,43.42,11.11
20.45,40.95,7.29
-21.98,-74.57,8.82
-16.76,-77.33,14.84
-10.16,-78.55,18.09
6.74,-77.2,19.48
12.86,-76.02,16.27
19.32,-73.85,11.24
-9.78,41.7,-10.33
-17.89,38.93,-10.76
-25.52,35.85,-12.74
-32.82,31.39,-12.77
-37.43,24.82,-12.96
-41.72,16.61,-13.67
-43.98,9,-14.17
-44.26,0.94,-14.03
-44.25,-8.01,-13.17
-41.68,-24.1,-11.59
-39.36,-32.27,-12.09
-38.08,-41.52,-10.6
-35.53,-49.18,-10.24
-33.33,-56.42,-9.5
-29.66,-64.16,-9.42
-24.47,-70,-7.72
-17.62,-74.73,-6.1
-9.16,-77.73,-5.58
5.91,39.59,-10
13.34,39.19,-10.5
20.85,36.37,-11.34
26.88,30.32,-12.21
30.5,23.33,-12.21
33.95,16.2,-12.24
36.3,8.08,-12.83
37.38,0.86,-12.17
38.24,-7.6,-11.63
37.39,-24.1,-11.08
36.51,-31.47,-10.27
34.83,-38.98,-10.11
32.84,-46.54,-8.82
30.21,-54.05,-8.99
26.55,-61.46,-7.72
21.41,-67.49,-7.09
15.49,-73.32,-5.41
8.13,-76.7,-5.39
